family,metric,metric_order,species,fold,model_type,model_label,score,score_name
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,0,FlowTransOP,FlowTransOP,0.8466675877571106,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,0,FlowTransOP,FlowTransOP,0.4180860817432403,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,0,permuted_both,Permuted both,-0.00613529188558459,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,0,permuted_both,Permuted both,-0.00690913014113903,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,0,permuted_mouse,Permuted mouse,0.8520745038986206,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,0,permuted_mouse,Permuted mouse,0.3397866487503052,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,0,permuted_human,Permuted human,-0.00634590117260813,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,0,permuted_human,Permuted human,-0.0124666728079319,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,1,FlowTransOP,FlowTransOP,0.8788597583770752,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,1,FlowTransOP,FlowTransOP,0.33524274826049805,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,1,permuted_both,Permuted both,-0.00624461006373167,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,1,permuted_both,Permuted both,-0.01051783375442028,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,1,permuted_mouse,Permuted mouse,0.8845169544219971,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,1,permuted_mouse,Permuted mouse,0.43647077679634094,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,1,permuted_human,Permuted human,-0.0054516857489943504,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,1,permuted_human,Permuted human,-0.00809082016348838,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,2,FlowTransOP,FlowTransOP,0.8804736137390137,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,2,FlowTransOP,FlowTransOP,0.3982967138290405,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,2,permuted_both,Permuted both,-0.00495653599500656,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,2,permuted_both,Permuted both,-0.00792489014565944,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,2,permuted_mouse,Permuted mouse,0.8879407644271851,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,2,permuted_mouse,Permuted mouse,0.32860565185546875,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,2,permuted_human,Permuted human,-0.00542404735460877,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,2,permuted_human,Permuted human,-0.00507203117012977,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,3,FlowTransOP,FlowTransOP,0.8718711733818054,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,3,FlowTransOP,FlowTransOP,0.3838917911052704,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,3,permuted_both,Permuted both,-0.00479244720190763,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,3,permuted_both,Permuted both,-0.00520080607384443,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,3,permuted_mouse,Permuted mouse,0.8783968687057495,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,3,permuted_mouse,Permuted mouse,0.3425767123699188,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,3,permuted_human,Permuted human,-0.00510514806956052,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,3,permuted_human,Permuted human,-0.00861360318958759,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,4,FlowTransOP,FlowTransOP,0.8803618550300598,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,4,FlowTransOP,FlowTransOP,0.3172362744808197,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,4,permuted_both,Permuted both,-0.00581689924001693,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,4,permuted_both,Permuted both,-0.01569823175668716,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,4,permuted_mouse,Permuted mouse,0.8723598718643188,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,4,permuted_mouse,Permuted mouse,0.2080402374267578,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,4,permuted_human,Permuted human,-0.00692759081721305,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,4,permuted_human,Permuted human,-0.01154551096260547,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,5,FlowTransOP,FlowTransOP,0.8701621890068054,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,5,FlowTransOP,FlowTransOP,0.35821598768234253,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,5,permuted_both,Permuted both,-0.00433841394260525,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,5,permuted_both,Permuted both,-0.00404213042929768,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,5,permuted_mouse,Permuted mouse,0.8752613663673401,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,5,permuted_mouse,Permuted mouse,0.377613365650177,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,5,permuted_human,Permuted human,-0.00405839597806334,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,5,permuted_human,Permuted human,0.00250590429641306,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,6,FlowTransOP,FlowTransOP,0.873973548412323,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,6,FlowTransOP,FlowTransOP,0.3615489304065704,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,6,permuted_both,Permuted both,0.00322765950113534,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,6,permuted_both,Permuted both,-0.00663641560822725,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,6,permuted_mouse,Permuted mouse,0.894776463508606,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,6,permuted_mouse,Permuted mouse,0.3966902196407318,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,6,permuted_human,Permuted human,0.00379444286227226,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,6,permuted_human,Permuted human,-0.0044048479758203,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,7,FlowTransOP,FlowTransOP,0.8641982674598694,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,7,FlowTransOP,FlowTransOP,0.3811282813549042,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,7,permuted_both,Permuted both,0.00269934628158807,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,7,permuted_both,Permuted both,-0.01201792433857917,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,7,permuted_mouse,Permuted mouse,0.8672249913215637,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,7,permuted_mouse,Permuted mouse,0.3285900354385376,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,7,permuted_human,Permuted human,0.00201559718698263,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,7,permuted_human,Permuted human,-0.0078034047037363,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,8,FlowTransOP,FlowTransOP,0.8710130453109741,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,8,FlowTransOP,FlowTransOP,0.333362877368927,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,8,permuted_both,Permuted both,0.00232303794473409,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,8,permuted_both,Permuted both,0.00161972944624722,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,8,permuted_mouse,Permuted mouse,0.8824788331985474,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,8,permuted_mouse,Permuted mouse,0.3688465356826782,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,8,permuted_human,Permuted human,0.00238314550369977,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,8,permuted_human,Permuted human,0.01112859882414341,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,9,FlowTransOP,FlowTransOP,0.8697090148925781,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,9,FlowTransOP,FlowTransOP,0.3710024058818817,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,9,permuted_both,Permuted both,9.2362891882658e-4,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,9,permuted_both,Permuted both,-0.00833382830023765,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,9,permuted_mouse,Permuted mouse,0.8798605799674988,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,9,permuted_mouse,Permuted mouse,0.38937893509864807,Orthologue gene-marginal variance Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal mean",5,Human,9,permuted_human,Permuted human,0.00106349447742104,Orthologue gene-marginal mean Pearson r
Orthologue-mediated,"Orthologue
Mouse to human
gene-marginal variance",6,Human,9,permuted_human,Permuted human,0.00221945391967892,Orthologue gene-marginal variance Pearson r
